125	429	4	7.92
151	269	14	71.25
106	12451	3	20.03
7650	12	4	14.68
251	479	3	16.57
252	103	48	114.74
1404	1349	20	326.94
102	6097	3	9.93
1086	126	4	15.2
314	4358	3	33.01
249	572	5	34.69
101	2740	9	24.49
130	3202	5	35.07
107	8571	3	15.66
244	113	31	94.49
1170	493	3	27.48
104	17544	3	23.86
3815	110	4	20.24
103	2806	4	10.83
105	213	54	126.65
9741	14	3	10.58
131	1453	3	13.36
542	121	10	36.46
109	13449	3	22.33
1802	105	4	8.33
311	464	4	26.61
106	4151	3	9.89
108	3391	5	22.84
136	212	29	139.9
135	835	6	30.04
2136	115	6	29.32
109	1283	4	8.79
110	119	92	77.25
2855	8702	5	98.66
439	416	12	114.32
7454	121	3	20.99
1589	116	3	9.03
3802	101	4	6.72
113	588	13	45.32
2262	104	3	5.55
231	12	55	50.23
108	271	44	149.95
3299	101	5	9.45
101	14825	3	17.94
481	12363	3	46.07
463	12	24	25.15
2298	107	3	6.8
110	5574	6	41.96
108	4255	3	11.92
4161	14	15	93.14
101	7576	4	14.67
102	5003	4	14.18
103	390	30	79.14
1238	119	21	146.29
218	495	3	15.36
12	3217	5	8.96
102	1069	45	257.35
319	13	8	39.08
219	207	10	52.11
2491	120	3	13.12
102	4242	6	23.84
153	380	7	33.05
8863	1462	4	69.27
2666	3972	4	64.28
16	103	91	28.43
107	10775	4	28.49
4479	101	6	17.59
699	332	3	21.55
102	1402	29	150.82
101	4436	5	12.58
188	3327	3	26.09
103	3679	4	13.3
251	276	3	12.56
107	5185	3	11.88
108	849	5	9.11
3190	101	10	33.12
202	178	5	16.04
111	1061	3	5.59
490	8788	5	79.17
3316	120	4	22.57
113	2386	4	16.05
4112	101	4	7.66
240	212	5	21.28
747	391	6	54.89
4924	104	10	68.8
208	340	6	33.37
4967	14	3	5.96
4168	109	3	12.07
116	6323	7	60.45
3711	101	4	6.72
114	377	17	54.12
119	1775	4	16.36
120	1117	5	18.95
2100	108	3	7.6
1080	106	5	8.13
6937	106	3	14.08
638	12	18	20.43
408	364	8	65.58
5516	119	3	18.2
114	1241	11	53.3
119	158	37	94.69
4353	121	3	17.09
142	501	3	9.31
113	16618	3	28.74
177	122	15	28.78
106	2130	3	5.73
891	109	4	6.33
1909	107	3	5.76
112	7931	3	19.12
106	1929	19	109
109	1533	3	5.97
6935	915	6	100.86
101	9325	3	9.93
3435	12	4	6.3
207	431	4	21.11
145	231	22	115.23
1367	14	7	7.34
6873	125	5	44.46
168	280	5	19.83
113	318	8	10.94
2807	454	3	32.4
104	6922	4	20.87
101	1180	15	29.39
1301	101	9	10.92
4206	111	7	46.15
7282	109	3	16.34
4178	12	3	4.17
102	2448	25	173.04
1145	3542	3	39.93
2427	12	5	6.3
101	7597	4	14.67
687	118	3	5
10727	107	3	18.43
155	2025	9	81.36
902	104	5	5.99
191	586	19	171.53
102	4092	9	45.45
2932	105	3	7.38
1918	101	5	4.5
448	1165	16	201.51
104	5957	3	11.91
104	7320	3	13.46
104	5582	4	17.66
587	21	6	36.39
3221	105	3	7.93
473	109	6	6.92
171	478	6	34.02
117	550	23	115.17
1765	139	3	16.56
405	400	5	37.15
1545	14	7	8.83
1226	107	4	6.61
302	3031	4	42.51
775	129	4	14.23
136	174	24	90.75
5332	12	5	15.37
9489	12	3	9.94
112	5783	3	16.52
6868	101	5	19.63
101	10871	3	11.42
114	1822	3	8.98
116	1574	4	14.07
299	117	14	36.78
681	101	48	157.74
1703	14	10	20.86
400	120	5	8.89
4075	111	4	20.93
108	2469	17	117.7
109	364	9	12
164	422	3	11.64
134	5542	4	33.08
165	4243	3	26.31
16	2340	8	55.54
391	16	3	4.23
999	14	11	13.87
101	2708	4	4.36
103	3267	10	52.39
193	254	8	41.1
131	344	7	22.02
12	4813	3	4.93
6073	108	3	14.59
103	5543	3	10.92
353	118	7	12.99
696	14	11	8.06
603	1254	3	29.14
2762	12	5	7.68
1538	109	4	10.03
4331	111	6	38.22
122	147	55	180.04
2249	105	3	5.87
575	1348	3	29.37
12917	14	3	14.22
6380	14	5	19.05
102	795	37	158.12
104	563	13	24.93
101	1484	16	40.91
58	14	32	56.84
2525	12	9	22.82
209	6053	4	44.99
109	418	11	21.04
107	679	30	132.42
108	288	15	24.64
168	1906	4	30.85
106	4239	4	15.63
269	2	5	5.2
114	3184	4	19.06
1637	105	3	4.24
101	8464	4	14.67
117	1114	4	12.05
885	1186	3	31.35
1075	103	8	17.38
139	411	21	134.75
106	1701	10	38.23
108	1438	22	133.64
114	2556	3	11.11
240	661	4	26.56
114	187	37	98.56
239	269	11	71.8
2134	101	6	8
3159	14	5	9.93
113	479	19	72.06
112	103	403	490.47
167	185	25	143.91
228	404	4	21.58
229	1514	3	22.88
2580	109	3	8.97
3849	117	4	22.63
184	1352	3	19.96
1027	467	7	73.54
103	4309	4	14.97
103	5180	3	10.36
5468	101	3	5.88
1202	1256	5	61.41
110	9679	3	20.25
126	2483	6	38.29
342	137	3	5.84
2697	104	3	6.57
5971	101	4	11.08
