125	307	26	10.98
1228	325	3	9.23
1674	202	3	6.95
243	846	4	7.92
5291	109	5	9.69
873	338	3	7.94
3522	109	7	11.84
110	11777	4	16.62
1240	195	4	8.52
820	241	4	7.61
129	3236	4	6.68
8	2370	5	8.83
159	1535	7	18.99
190	448	9	13.26
119	10468	3	14.66
160	5362	3	10.82
3449	3462	9	127.51
450	2050	25	283.09
118	10937	4	19.18
5933	4414	8	134.78
994	9	7	6.97
1021	2922	4	32.99
1780	250	3	8.87
158	3811	3	8.07
13	2643	4	7.04
159	1829	5	11.91
131	437	16	9.87
101	279	151	70.81
1718	169	4	8.41
104	1874	14	10.69
12	395	95	14.6
103	1512	34	88.4
8829	102	5	10.71
112	9314	4	12.63
459	197	26	96.14
3486	101	11	11.18
133	11390	4	23.48
164	10610	3	17.77
6078	128	4	11.94
123	1756	7	9.52
200	12373	3	26.3
10362	103	4	10.39
6357	10310	3	52.94
931	484	3	10.87
447	16033	3	32.96
1444	418	4	20.02
1002	327	23	166.03
12992	115	3	13.27
148	5639	6	31.04
721	997	3	13.48
657	297	4	8.54
179	2618	3	8.4
1355	464	3	13.13
310	240	11	17.89
2552	160	7	26.06
514	1468	4	21.12
101	5660	7	9.57
287	1161	3	7.98
2799	191	4	14.29
159	8	73	29.32
186	816	5	7.38
10091	132	3	13.2
1782	12	26	21.1
252	1863	3	9.45
57	2176	5	7.31
1336	248	3	7.3
117	16181	3	14.01
103	125	626	46.24
12	1291	36	33.19
189	901	6	12.64
578	210	6	10.06
1977	2	7	7.99
121	120	294	27.74
112	15370	3	13.04
106	9477	4	11.65
127	8108	3	9.42
1415	233	5	16.67
109	11027	4	16.81
108	11959	3	8.11
264	412	6	10.68
106	2040	9	8.6
1213	130	8	8.97
4048	5756	3	38.81
108	6009	6	16.23
109	5078	8	27.61
409	1122	3	10.87
162	8063	4	22.96
444	1072	3	10.87
123	8284	3	10.12
4766	101	9	13.3
113	2603	7	8.84
128	12978	3	16.9
975	105	17	8.29
171	4495	11	85.15
142	5291	3	7.85
472	250	5	7.22
7174	12	6	8.36
2503	254	3	11.42
4717	10729	3	44.55
2120	297	3	11.81
6569	159	3	12.63
207	159	22	10.89
2658	267	3	12.43
1255	288	3	8.49
333	1579	3	10.87
119	3664	6	12.66
2309	264	3	12.62
124	11851	3	12.31
59	4331	3	7.46
1972	4076	5	55.25
1432	289	4	14.8
10927	599	4	46.65
263	1033	4	10.61
321	1582	3	10.66
225	1067	4	9.43
133	122	175	19.75
109	959	14	7.82
1561	395	3	12.23
412	868	3	9.14
765	260	4	8.28
108	2371	11	18.93
3288	102	10	8.03
231	12	224	53.14
324	530	5	12.13
2716	138	4	6.68
107	271	51	9.87
12	8810	5	6.97
5668	144	4	14.68
2602	2744	3	29.99
709	808	11	73.65
16	1022	12	9.12
172	3164	3	8.34
743	281	4	8.94
118	1053	11	7.81
4866	155	3	9.59
4617	7174	5	91.59
142	393	16	11.03
104	13630	3	8.86
2339	147	6	14.05
104	10163	3	8.86
1392	143	7	11.51
408	1721	3	13.22
142	4857	3	7.18
15218	104	3	8.86
295	148	17	7.55
4245	101	9	10.23
231	974	12	54
6262	142	3	9.57
112	1221	11	7.78
109	1848	27	113.63
984	547	4	18.21
951	281	5	15.8
1362	893	4	24.9
523	241	7	15.33
3615	259	8	55.72
400	135	16	8.49
6659	115	4	8.83
362	156	10	6.97
120	2486	6	7.46
147	3195	5	13.12
148	1214	8	17.54
6595	5780	3	43.38
4630	13	3	7.04
221	5639	6	43.93
4058	141	5	15.65
159	4670	4	17.2
545	382	4	9.8
102	252	131	14.12
101	1114	26	8.93
12	1501	28	15.62
156	1818	4	7.97
317	130	21	6.75
1748	439	3	13.74
5294	123	9	49.78
252	2068	3	9.9
103	2352	13	9.74
1112	281	3	7.49
1713	142	6	9.68
104	283	73	7.76
2704	181	3	8.6
2259	203	4	14.14
219	207	17	18.83
253	120	292	1459.29
1468	860	3	17.37
360	8	36	58.29
1979	1978	18	243.97
105	7016	5	10.42
386	162	10	8.98
3989	2382	3	30.55
518	701	5	20.51
151	258	33	34.76
2666	102	15	15.94
724	143	16	29.09
521	338	6	17.2
1602	250	3	8.31
123	7013	4	12.95
362	910	6	25.41
785	120	13	7.22
125	2988	6	12.92
126	103	609	37.63
127	482	16	11.64
874	8	32	114.29
460	302	6	13.37
1108	12	32	7.38
6384	170	6	42
1208	758	3	15.14
14207	14385	3	61.26
154	180	32	10.31
6071	5508	8	141.39
390	227	23	81.48
417	395	4	7.87
418	2494	3	16.33
6583	180	3	14.45
6564	14786	3	51.7
6171	128	3	6.93
1816	4495	11	158.52
484	533	3	7.53
599	255	5	9.6
119	14973	3	14.66
2159	108	8	7.9
8	112	203	9.68
157	527	11	16.14
3789	16	5	7.52
105	3416	7	8.41
2508	10926	3	44.69
12	2820	15	8.83
788	1342	27	341.32
902	9	8	7.72
308	351	7	13.04
183	2993	4	13.89
248	1222	8	33.86
149	107	186	10.46
9127	108	3	8.11
414	1221	4	18.07
891	131	12	16.29
6480	105	5	10.42
259	2368	5	23.9
7414	150	3	11.97
1151	103	26	20.68
138	105	361	77.57
138	2583	7	18.85
102	11479	4	8.57
497	520	7	29.12
403	319	5	8.54
406	1173	3	10.66
972	212	4	7.8
4799	114	6	13.77
5729	13	5	20.73
6883	3100	7	109.15
105	13460	3	10.85
142	12	735	20.63
177	145	44	13.76
5407	111	9	39.19
12187	103	4	10.39
16	566	28	28.6
1828	8	7	13.5
1800	115	10	11.93
114	3384	6	8.23
776	113	22	22.17
104	16313	3	8.86
235	2378	3	10.38
119	110	376	9.11
117	873	30	66.9
204	148	31	14.71
8	14975	3	18.18
16033	111	3	13.06
648	4601	10	120.38
7561	112	4	10.24
199	888	7	17.48
136	192	45	16.78
7378	143	3	11.01
9750	118	3	8.03
162	2143	6	19.59
7767	161	5	31.1
381	219	7	8.5
2	1216	9	7.36
7987	103	5	8.22
443	122	19	6.91
1588	3603	3	26.82
572	263	6	13.36
2314	9473	5	73.41
117	3190	14	53.75
103	13089	3	7.79
170	2342	4	11.61
2368	1740	10	113.71
145	650	9	6.78
1191	1553	3	19.47
171	238	16	9.41
