694	163	3	13.41
101	2404	6	6.33
130	1749	3	14.09
1439	12	7	5.34
102	7831	3	10.49
5305	104	3	8.57
197	12103	4	53.11
2221	451	7	81.76
6351	103	3	9.54
153	118	23	42
1170	116	4	12.47
4787	101	4	6.87
101	3309	4	3.95
104	584	29	87.65
101	4150	7	17.46
105	2846	10	43.77
5299	257	3	31.92
17617	102	3	20.75
15315	117	3	27.65
104	736	11	17.57
2014	350	7	76.67
101	5635	3	4.36
389	373	10	86.73
960	107	13	49.27
6117	14	5	16.57
168	942	3	15.67
116	2047	3	10.89
778	110	3	4.13
434	658	4	32.05
750	12	11	6.31
332	331	7	50.83
862	4762	3	38.22
109	963	25	140.3
111	208	263	2031.11
116	6341	3	18.87
206	227	4	15.17
101	13173	3	12.86
143	279	10	43.7
243	1302	8	75.55
115	2415	3	11.33
3535	102	5	12.09
2	437	5	3.86
106	5022	4	14.99
109	7429	4	25.9
18976	105	3	23.61
1386	1732	11	158.09
8007	3298	5	93.49
9920	7942	3	61.06
101	7581	3	6.48
12	5737	3	5.63
105	3148	3	6.13
1273	215	3	20.61
190	336	10	63.68
161	366	12	72.46
1888	317	4	37.61
101	7812	7	30.93
1644	12	9	11.91
2672	102	22	120.59
399	169	7	37.9
1139	886	5	53.88
103	1272	8	13.82
101	747	11	4.27
101	2989	5	5.72
104	4177	8	36.03
104	5630	3	9.03
221	1980	8	79.9
557	202	3	15.49
570	110	5	8.76
201	185	4	12.15
108	968	9	29.22
2	197	45	118.2
2172	14	5	4.78
101	11134	3	10.75
118	2582	3	13.22
177	179	4	9.64
5448	101	5	12.35
562	105	27	84.17
3868	134	3	19.77
1791	118	20	156.43
3604	102	8	28.26
106	1218	4	4.19
109	694	11	35.77
1633	112	5	17.6
1282	113	15	83.27
352	139	7	28.37
5957	102	4	12.9
8	691	4	6.91
4139	102	12	60.48
106	19298	3	23.99
331	139	11	52.5
654	105	7	6.6
1463	213	3	21.29
1494	463	3	27.2
3714	102	4	8.31
534	123	4	10.1
179	120	29	97.41
108	949	5	10.64
10710	102	3	12.63
106	2135	5	11.86
326	5432	3	34.14
327	102	28	37.85
7701	104	3	11.43
372	102	15	10.1
6273	102	4	13.7
1369	14	13	23.44
106	3554	4	11.79
12299	101	3	10.75
1052	127	3	10.21
101	6181	4	9.39
104	327	12	6.88
282	14	26	14.54
256	147	4	10.34
101	1923	12	22.21
4185	12	4	6.62
104	4187	12	67.8
101	5374	4	7.99
12	5770	3	5.63
2385	110	4	15.39
122	629	4	11.14
4722	12	3	4.07
132	779	7	34.87
104	1466	21	86.72
104	3323	8	31.27
901	14	17	27.13
3966	103	3	6.27
101	7136	5	15.46
419	237	3	15.6
2562	116	3	12.25
101	786	13	8.24
123	905	3	8.57
140	3506	7	61.03
112	2156	3	9.22
261	7615	5	65.42
4532	103	3	7.25
7604	14	3	7.8
9363	116	3	22.16
172	102	71	82.8
101	13890	4	22.99
14781	113	3	25.65
101	9911	3	9.27
879	123	10	51.42
113	894	13	58.52
653	2707	4	46.33
3573	12	8	22.01
196	111	231	1625.99
137	562	4	15.04
10512	102	4	20.16
167	2355	3	20.9
262	129	18	83.6
108	708	7	15.86
109	1820	5	17.24
138	602	16	107.42
4834	103	3	7.63
117	4300	6	42.32
143	239	4	8.76
116	459	8	22.8
621	150	7	38.56
3783	106	3	7.71
115	986	3	6.44
2279	7	4	25.52
403	117	6	13.5
2040	8039	6	109.12
106	2722	4	9.64
108	367	6	6.19
3743	12	4	5.87
8112	104	4	19.24
449	165	3	11.31
1001	14	12	13.85
12	2342	5	4.85
5369	3584	11	224.38
4853	12	7	22.62
7926	102	6	32.63
131	461	6	22.23
3036	12	4	4.15
101	4200	6	12.97
101	6699	6	21.49
2324	121	4	20.55
105	3177	5	15.53
3764	103	3	5.99
101	330	88	225.19
132	988	17	123.89
720	104	41	173.48
1483	319	4	35.63
104	4493	9	44.69
101	7328	4	11.21
19087	102	3	20.75
102	2243	6	11.29
103	2639	4	7.14
103	143	48	10.41
127	799	3	8.87
102	798	7	4.07
101	1487	10	10.85
105	175	27	14.52
155	887	3	13.89
3247	107	3	9.78
1868	114	16	106.25
586	143	5	22.25
496	104	57	239.5
705	1392	3	29.23
1628	12	8	9.05
107	289	18	39.66
107	2396	4	12.8
1464	116	3	8.93
383	169	4	16.82
623	103	7	3.98
104	10085	3	14.43
334	130	4	9.21
8	1767	10	51.81
3129	101	9	20.92
768	2752	6	77.37
112	1110	4	9.6
139	290	10	43.18
2	2091	3	6.87
4379	102	6	20.13
138	3507	4	29.63
261	1134	19	214.73
101	9629	4	13.78
17	202	6	14.49
5445	109	3	14.76
1125	12	8	4.97
139	1431	3	14.71
106	3382	3	6.92
444	435	5	38.74
5490	14	3	5.57
4470	101	7	18.36
2861	132	3	17.58
219	152	3	5.37
632	256	4	27.03
7551	112	5	36.95
546	105	11	15.62
992	711	12	145.24
1603	107	4	9.65
6423	106	3	11.39
101	4069	4	5.18
5475	101	7	22.99
155	105	41	23.31
493	711	9	91.44
1387	169	7	54.14
4302	9	17	168.54
104	7847	3	12.26
4958	14	4	8.55
102	3887	4	8.68
12	413	80	256.86
101	2668	14	42.05
388	1473	7	73.67
6986	105	3	11.67
119	1218	3	9.29
1061	105	5	5.57
1244	110	3	6.18
1725	166	3	18.84
106	1139	15	49.25
114	280	5	4.58
146	668	6	31.52
5321	104	12	79.05
1284	105	6	10.17
568	303	4	28.08
7639	12	6	25.32
1463	106	8	20.09
2	119	70	40.09
856	151	13	95.82
8736	101	4	13.78
116	2598	3	12.45
101	8925	7	40.24
1997	106	4	7.31
914	172	4	23.81
101	10374	3	9.27
4435	114	4	22.27
151	8683	3	29.63
1962	112	3	8.64
126	592	15	82.16
120	1316	3	10.01
579	116	3	4.58
4000	111	5	27.5
101	2942	12	34.72
2772	104	3	4.71
734	12	10	4.5
131	126	27	46.1
12	205	220	749.28
105	3533	3	6.83
102	4161	5	14.15
963	105	22	81.33
125	868	12	67.84
126	728	4	12.9
790	106	14	35.23
4267	14	3	3.85
129	279	3	4.52
105	670	15	34.17
451	12	15	5.86
104	4994	11	65.69
2462	2	3	7.82
423	110	23	94
13077	12	4	24.32
101	3628	4	4.52
102	2744	4	6
104	2512	9	30.88
160	323	3	9.05
5634	102	3	7.35
